RecordID,Address,Geocode Latitude,Geocode Longitude,Top-Left,Bottom-Right,Polygon Coordinates,Formatted Address,Status,Geocoded At,Bounding Box Captured At
6147,"410 Severn Avenue
Annapolis, MD 21403",38.97167,-76.48337,"38.97275,-76.48486","38.971737,-76.48326","[{""lat"":38.97220835300037,""lng"":-76.48325928004924},{""lat"":38.97275095846031,""lng"":-76.48386017213753},{""lat"":38.97230852662895,""lng"":-76.48486344732065},{""lat"":38.9717356464176,""lng"":-76.48437996086551},{""lat"":38.971853566928345,""lng"":-76.48421426926097},{""lat"":38.97194121930017,""lng"":-76.48388699767717},{""lat"":38.97197461065137,""lng"":-76.48372604443924},{""lat"":38.971903654011264,""lng"":-76.48366166314406},{""lat"":38.971966262815066,""lng"":-76.48353290055373},{""lat"":38.97200800198685,""lng"":-76.48347388436649},{""lat"":38.97209982807822,""lng"":-76.48348997969026},{""lat"":38.972141567171306,""lng"":-76.48342023328719}]","410 Severn Ave, Annapolis, MD 21403, USA",success,2025-06-20T23:29:14.874Z,2025-06-24T12:11:20.118Z
